Team1ID,Team2ID,Outcome
1418_2003,1280_2003,True
1420_2003,1406_2003,True
1229_2003,1429_2003,False
1265_2003,1436_2003,False
1251_2003,1440_2003,False
1442_2003,1313_2003,True
1444_2003,1414_2003,True
1363_2003,1450_2003,False
1123_2003,1451_2003,False
1453_2003,1147_2003,True
1455_2003,1426_2003,True
1454_2003,1458_2003,False
1460_2003,1103_2003,True
1461_2003,1176_2003,True
1114_2003,1168_2003,True
1123_2003,1304_2003,True
1152_2003,1138_2003,False
1459_2003,1155_2003,False
1160_2003,1391_2003,True
1239_2003,1169_2003,False
1175_2003,1173_2003,False
1279_2003,1187_2003,False
1157_2003,1196_2003,False
1198_2003,1233_2003,True
1199_2003,1366_2003,True
1204_2003,1263_2003,True
1394_2003,1218_2003,False
1183_2003,1227_2003,False
1228_2003,1250_2003,True
1194_2003,1234_2003,False
1453_2003,1240_2003,False
1261_2003,1375_2003,True
1275_2003,1268_2003,False
1421_2003,1278_2003,False
1449_2003,1286_2003,False
1314_2003,1330_2003,True
1212_2003,1332_2003,False
1249_2003,1334_2003,False
1456_2003,1347_2003,False
1396_2003,1353_2003,False
1206_2003,1356_2003,False
1147_2003,1364_2003,False
1374_2003,1395_2003,True
1190_2003,1376_2003,False
1311_2003,1380_2003,False
1349_2003,1390_2003,False
1393_2003,1434_2003,True
1401_2003,1411_2003,True
1405_2003,1243_2003,True
1410_2003,1409_2003,False
1151_2003,1412_2003,False
1340_2003,1424_2003,False
1105_2003,1435_2003,False
1439_2003,1276_2003,True
1197_2003,1462_2003,False
1104_2003,1292_2003,True
1111_2003,1150_2003,True
1382_2003,1140_2003,False
1203_2003,1163_2003,False
1166_2003,1237_2003,True
1335_2003,1180_2003,False
1172_2003,1181_2003,False
1452_2003,1182_2003,False
1192_2003,1119_2003,True
1207_2003,1241_2003,True
1428_2003,1211_2003,False
1442_2003,1214_2003,False
1231_2003,1269_2003,True
1212_2003,1239_2003,False
1243_2003,1276_2003,True
1113_2003,1246_2003,False
1170_2003,1258_2003,False
1133_2003,1260_2003,False
1357_2003,1264_2003,False
1115_2003,1272_2003,False
1270_2003,1280_2003,False
1154_2003,1298_2003,False
1307_2003,1322_2003,True
1306_2003,1321_2003,False
1202_2003,1323_2003,False
1164_2003,1326_2003,False
1169_2003,1332_2003,False
1359_2003,1117_2003,True
1238_2003,1379_2003,False
1220_2003,1383_2003,False
1397_2003,1440_2003,True
1406_2003,1288_2003,True
1407_2003,1368_2003,True
1416_2003,1310_2003,True
1420_2003,1259_2003,True
1422_2003,1110_2003,True
1405_2003,1439_2003,False
1444_2003,1200_2003,True
1381_2003,1450_2003,False
1102_2003,1391_2003,True
1108_2003,1431_2003,True
1120_2003,1209_2003,True
1127_2003,1162_2003,True
1129_2003,1226_2003,True
1130_2003,1131_2003,True
1137_2003,1107_2003,True
1229_2003,1141_2003,False
1419_2003,1147_2003,False
1153_2003,1197_2003,True
1157_2003,1354_2003,True
1159_2003,1165_2003,True
1166_2003,1323_2003,True
1185_2003,1352_2003,True
1186_2003,1388_2003,True
1202_2003,1237_2003,True
1254_2003,1216_2003,False
1217_2003,1221_2003,False
1224_2003,1347_2003,True
1211_2003,1231_2003,False
1126_2003,1233_2003,False
1234_2003,1179_2003,True
1248_2003,1247_2003,False
1251_2003,1456_2003,True
1183_2003,1266_2003,False
1401_2003,1274_2003,False
1387_2003,1283_2003,False
1285_2003,1176_2003,True
1305_2003,1362_2003,True
1282_2003,1313_2003,False
1324_2003,1236_2003,True
1330_2003,1144_2003,True
1331_2003,1116_2003,True
1348_2003,1425_2003,True
1417_2003,1360_2003,False
1378_2003,1344_2003,True
1392_2003,1385_2003,False
1386_2003,1145_2003,True
1374_2003,1403_2003,False
1427_2003,1423_2003,False
1269_2003,1428_2003,False
1232_2003,1434_2003,False
1435_2003,1204_2003,True
1436_2003,1171_2003,True
1246_2003,1438_2003,False
1443_2003,1433_2003,True
1135_2003,1447_2003,False
1290_2003,1454_2003,False
1112_2003,1319_2003,True
1428_2003,1113_2003,False
1322_2003,1124_2003,False
1155_2003,1219_2003,True
1182_2003,1156_2003,False
1158_2003,1461_2003,True
1172_2003,1298_2003,True
1173_2003,1191_2003,True
1178_2003,1138_2003,True
1273_2003,1199_2003,False
1208_2003,1210_2003,False
1214_2003,1350_2003,True
1228_2003,1115_2003,True
1231_2003,1438_2003,True
1237_2003,1321_2003,True
1239_2003,1366_2003,True
1211_2003,1246_2003,False
1154_2003,1268_2003,False
1418_2003,1270_2003,False
1106_2003,1279_2003,False
1292_2003,1404_2003,True
1296_2003,1260_2003,True
1308_2003,1160_2003,True
1238_2003,1309_2003,False
1314_2003,1242_2003,True
1338_2003,1384_2003,True
1361_2003,1339_2003,False
1222_2003,1349_2003,False
1161_2003,1356_2003,False
1365_2003,1286_2003,True
1200_2003,1373_2003,False
1128_2003,1375_2003,False
1407_2003,1379_2003,False
1383_2003,1389_2003,False
1390_2003,1196_2003,True
1426_2003,1400_2003,False
1412_2003,1424_2003,False
1448_2003,1463_2003,True
1455_2003,1152_2003,True
1457_2003,1205_2003,True
1285_2003,1277_2003,False
1369_2003,1454_2003,True
1408_2003,1263_2003,True
1410_2003,1290_2003,True
1258_2003,1437_2003,False
1102_2003,1117_2003,True
1104_2003,1326_2003,True
1254_2003,1127_2003,False
1137_2003,1162_2003,True
1158_2003,1329_2003,True
1196_2003,1242_2003,True
1201_2003,1226_2003,True
1203_2003,1291_2003,True
1369_2003,1232_2003,False
1351_2003,1233_2003,False
1235_2003,1273_2003,True
1285_2003,1258_2003,False
1264_2003,1259_2003,True
1314_2003,1390_2003,True
1374_2003,1317_2003,True
1354_2003,1376_2003,False
1388_2003,1358_2003,True
1411_2003,1402_2003,False
1416_2003,1408_2003,True
1429_2003,1436_2003,True
1277_2003,1437_2003,False
1110_2003,1439_2003,False
1103_2003,1324_2003,True
1113_2003,1248_2003,True
1114_2003,1161_2003,True
1124_2003,1222_2003,True
1225_2003,1129_2003,False
1131_2003,1171_2003,True
1298_2003,1135_2003,False
1348_2003,1138_2003,False
1123_2003,1139_2003,False
1349_2003,1140_2003,False
1156_2003,1143_2003,False
1157_2003,1144_2003,False
1145_2003,1310_2003,True
1322_2003,1147_2003,False
1391_2003,1149_2003,False
1151_2003,1133_2003,True
1437_2003,1158_2003,False
1153_2003,1173_2003,False
1186_2003,1176_2003,False
1141_2003,1177_2003,False
1180_2003,1284_2003,True
1417_2003,1181_2003,False
1183_2003,1191_2003,True
1187_2003,1456_2003,True
1271_2003,1189_2003,False
1288_2003,1192_2003,False
1197_2003,1106_2003,True
1343_2003,1198_2003,False
1388_2003,1201_2003,False
1137_2003,1203_2003,False
1406_2003,1207_2003,False
1175_2003,1216_2003,False
1392_2003,1217_2003,False
1220_2003,1250_2003,True
1229_2003,1227_2003,False
1398_2003,1234_2003,False
1184_2003,1236_2003,False
1240_2003,1108_2003,True
1283_2003,1245_2003,False
1249_2003,1394_2003,True
1251_2003,1306_2003,True
1247_2003,1265_2003,False
1182_2003,1268_2003,False
1274_2003,1366_2003,True
1208_2003,1278_2003,False
1206_2003,1279_2003,False
1280_2003,1239_2003,True
1281_2003,1122_2003,True
1162_2003,1291_2003,False
1301_2003,1164_2003,True
1307_2003,1308_2003,False
1318_2003,1200_2003,True
1243_2003,1321_2003,False
1107_2003,1323_2003,False
1328_2003,1341_2003,True
1277_2003,1329_2003,False
1331_2003,1455_2003,True
1332_2003,1334_2003,True
1338_2003,1115_2003,True
1340_2003,1339_2003,False
1344_2003,1325_2003,True
1345_2003,1257_2003,True
1346_2003,1410_2003,True
1347_2003,1299_2003,True
1350_2003,1150_2003,True
1226_2003,1358_2003,False
1360_2003,1415_2003,True
1361_2003,1142_2003,True
1365_2003,1363_2003,False
1362_2003,1364_2003,False
1320_2003,1373_2003,False
1111_2003,1376_2003,False
1375_2003,1379_2003,False
1170_2003,1381_2003,False
1193_2003,1385_2003,False
1387_2003,1382_2003,True
1450_2003,1395_2003,False
1371_2003,1400_2003,False
1261_2003,1401_2003,False
1431_2003,1403_2003,False
1407_2003,1252_2003,True
1116_2003,1409_2003,False
1414_2003,1337_2003,True
1416_2003,1263_2003,True
1292_2003,1422_2003,False
1190_2003,1423_2003,False
1449_2003,1424_2003,False
1289_2003,1425_2003,False
1179_2003,1429_2003,False
1434_2003,1296_2003,True
1276_2003,1444_2003,False
1447_2003,1433_2003,True
1305_2003,1451_2003,False
1241_2003,1452_2003,False
1454_2003,1232_2003,True
1458_2003,1453_2003,True
1275_2003,1460_2003,False
1258_2003,1461_2003,False
1405_2003,1464_2003,False
1357_2003,1119_2003,False
1435_2003,1163_2003,False
1169_2003,1224_2003,True
1174_2003,1254_2003,True
1179_2003,1436_2003,True
1210_2003,1205_2003,True
1130_2003,1221_2003,False
1228_2003,1442_2003,True
1317_2003,1231_2003,False
1410_2003,1250_2003,False
1427_2003,1304_2003,False
1220_2003,1346_2003,False
1330_2003,1386_2003,False
1102_2003,1399_2003,False
1408_2003,1369_2003,True
1416_2003,1232_2003,True
1440_2003,1384_2003,True
1120_2003,1443_2003,False
1448_2003,1396_2003,True
1454_2003,1263_2003,True
1286_2003,1457_2003,False
1336_2003,1463_2003,False
1120_2003,1368_2003,True
1298_2003,1125_2003,False
1128_2003,1391_2003,True
1148_2003,1269_2003,True
1154_2003,1149_2003,False
1151_2003,1229_2003,True
1153_2003,1434_2003,True
1289_2003,1168_2003,False
1259_2003,1192_2003,False
1193_2003,1423_2003,True
1234_2003,1199_2003,False
1182_2003,1206_2003,False
1157_2003,1207_2003,False
1449_2003,1211_2003,False
1238_2003,1235_2003,False
1252_2003,1236_2003,False
1280_2003,1105_2003,True
1281_2003,1170_2003,True
1306_2003,1291_2003,False
1318_2003,1307_2003,False
1239_2003,1309_2003,False
1323_2003,1266_2003,True
1325_2003,1135_2003,True
1331_2003,1398_2003,True
1333_2003,1142_2003,True
1253_2003,1337_2003,False
1267_2003,1353_2003,False
1117_2003,1359_2003,False
1380_2003,1362_2003,False
1371_2003,1383_2003,True
1396_2003,1376_2003,False
1108_2003,1378_2003,False
1401_2003,1324_2003,True
1421_2003,1441_2003,True
1444_2003,1178_2003,True
1459_2003,1439_2003,True
1422_2003,1104_2003,False
1110_2003,1251_2003,True
1112_2003,1387_2003,True
1123_2003,1237_2003,True
1126_2003,1197_2003,True
1217_2003,1131_2003,False
1141_2003,1276_2003,True
1143_2003,1224_2003,True
1145_2003,1137_2003,True
1147_2003,1372_2003,True
1155_2003,1336_2003,True
1163_2003,1357_2003,True
1127_2003,1171_2003,False
1174_2003,1335_2003,True
1176_2003,1282_2003,True
1180_2003,1248_2003,True
1326_2003,1181_2003,False
1183_2003,1442_2003,True
1187_2003,1347_2003,True
1191_2003,1443_2003,True
1274_2003,1194_2003,False
1198_2003,1203_2003,False
1366_2003,1204_2003,False
1160_2003,1208_2003,False
1314_2003,1228_2003,False
1231_2003,1268_2003,True
1233_2003,1447_2003,True
1246_2003,1219_2003,True
1241_2003,1247_2003,False
1394_2003,1260_2003,False
1175_2003,1261_2003,False
1200_2003,1264_2003,False
1114_2003,1272_2003,False
1271_2003,1308_2003,False
1338_2003,1313_2003,True
1343_2003,1284_2003,True
1351_2003,1406_2003,True
1293_2003,1356_2003,False
1364_2003,1425_2003,True
1159_2003,1393_2003,False
1403_2003,1395_2003,True
1405_2003,1373_2003,True
1116_2003,1407_2003,False
1411_2003,1249_2003,True
1428_2003,1457_2003,True
1299_2003,1433_2003,False
1196_2003,1452_2003,False
1453_2003,1152_2003,True
1345_2003,1462_2003,False
1120_2003,1354_2003,True
1124_2003,1402_2003,True
1130_2003,1382_2003,True
1132_2003,1138_2003,True
1113_2003,1140_2003,False
1150_2003,1396_2003,True
1156_2003,1103_2003,True
1320_2003,1166_2003,False
1169_2003,1360_2003,True
1170_2003,1362_2003,True
1184_2003,1289_2003,True
1201_2003,1365_2003,True
1206_2003,1164_2003,True
1202_2003,1209_2003,False
1214_2003,1330_2003,True
1431_2003,1222_2003,False
1225_2003,1450_2003,True
1243_2003,1115_2003,True
1348_2003,1245_2003,False
1250_2003,1165_2003,True
1275_2003,1173_2003,True
1438_2003,1277_2003,False
1210_2003,1278_2003,False
1122_2003,1279_2003,False
1238_2003,1280_2003,False
1179_2003,1296_2003,False
1321_2003,1301_2003,False
1318_2003,1319_2003,False
1374_2003,1331_2003,False
1339_2003,1332_2003,False
1337_2003,1168_2003,True
1436_2003,1344_2003,False
1350_2003,1412_2003,True
1381_2003,1253_2003,True
1464_2003,1384_2003,False
1388_2003,1363_2003,True
1162_2003,1392_2003,False
1399_2003,1292_2003,True
1401_2003,1397_2003,True
1409_2003,1455_2003,True
1414_2003,1258_2003,True
1305_2003,1424_2003,False
1435_2003,1190_2003,True
1448_2003,1458_2003,True
1287_2003,1460_2003,False
1410_2003,1102_2003,False
1106_2003,1209_2003,True
1139_2003,1232_2003,True
1219_2003,1154_2003,False
1193_2003,1233_2003,True
1207_2003,1376_2003,True
1285_2003,1211_2003,False
1252_2003,1398_2003,True
1265_2003,1351_2003,True
1204_2003,1273_2003,False
1408_2003,1309_2003,False
1259_2003,1310_2003,False
1329_2003,1216_2003,True
1304_2003,1378_2003,False
1131_2003,1386_2003,False
1420_2003,1291_2003,True
1433_2003,1194_2003,True
1439_2003,1440_2003,True
1449_2003,1461_2003,True
1463_2003,1357_2003,True
1347_2003,1110_2003,False
1176_2003,1127_2003,False
1271_2003,1156_2003,False
1306_2003,1159_2003,False
1162_2003,1119_2003,True
1196_2003,1199_2003,True
1286_2003,1234_2003,False
1442_2003,1235_2003,False
1278_2003,1126_2003,True
1359_2003,1283_2003,False
1236_2003,1307_2003,False
1317_2003,1451_2003,True
1345_2003,1292_2003,True
1237_2003,1360_2003,False
1239_2003,1379_2003,False
1165_2003,1393_2003,False
1454_2003,1198_2003,True
1289_2003,1457_2003,False
1382_2003,1104_2003,False
1112_2003,1361_2003,True
1108_2003,1114_2003,False
1123_2003,1460_2003,True
1129_2003,1381_2003,True
1269_2003,1130_2003,False
1384_2003,1137_2003,False
1191_2003,1139_2003,False
1419_2003,1147_2003,False
1155_2003,1263_2003,True
1157_2003,1298_2003,True
1282_2003,1160_2003,False
1205_2003,1161_2003,False
1447_2003,1163_2003,False
1288_2003,1164_2003,False
1140_2003,1166_2003,False
1142_2003,1170_2003,False
1172_2003,1150_2003,True
1173_2003,1423_2003,True
1175_2003,1192_2003,True
1442_2003,1176_2003,False
1193_2003,1177_2003,False
1181_2003,1276_2003,True
1225_2003,1186_2003,False
1187_2003,1330_2003,True
1421_2003,1190_2003,False
1416_2003,1197_2003,False
1362_2003,1201_2003,False
1206_2003,1310_2003,True
1143_2003,1208_2003,False
1265_2003,1210_2003,False
1211_2003,1450_2003,True
1313_2003,1214_2003,False
1250_2003,1217_2003,False
1135_2003,1221_2003,False
1426_2003,1222_2003,False
1228_2003,1116_2003,True
1227_2003,1231_2003,False
1232_2003,1183_2003,True
1234_2003,1379_2003,True
1235_2003,1127_2003,True
1429_2003,1238_2003,False
1391_2003,1240_2003,False
1241_2003,1103_2003,True
1229_2003,1245_2003,False
1314_2003,1246_2003,False
1251_2003,1441_2003,True
1375_2003,1257_2003,False
1258_2003,1168_2003,True
1260_2003,1434_2003,True
1270_2003,1261_2003,False
1111_2003,1266_2003,False
1296_2003,1267_2003,False
1272_2003,1202_2003,True
1444_2003,1275_2003,False
1256_2003,1280_2003,False
1281_2003,1425_2003,True
1284_2003,1220_2003,True
1239_2003,1286_2003,False
1394_2003,1287_2003,False
1291_2003,1182_2003,True
1237_2003,1292_2003,False
1293_2003,1443_2003,True
1305_2003,1334_2003,True
1308_2003,1431_2003,True
1368_2003,1309_2003,False
1457_2003,1317_2003,False
1132_2003,1321_2003,False
1268_2003,1323_2003,False
1399_2003,1326_2003,False
1216_2003,1328_2003,False
1331_2003,1290_2003,True
1242_2003,1332_2003,False
1333_2003,1339_2003,True
1335_2003,1396_2003,True
1364_2003,1337_2003,False
1336_2003,1338_2003,False
1248_2003,1343_2003,False
1345_2003,1360_2003,True
1344_2003,1348_2003,False
1249_2003,1349_2003,False
1354_2003,1105_2003,True
1356_2003,1369_2003,True
1359_2003,1198_2003,True
1373_2003,1145_2003,True
1224_2003,1383_2003,False
1385_2003,1200_2003,True
1180_2003,1386_2003,False
1387_2003,1410_2003,True
1388_2003,1340_2003,True
1124_2003,1395_2003,False
1203_2003,1400_2003,False
1341_2003,1401_2003,False
1403_2003,1311_2003,True
1252_2003,1404_2003,False
1325_2003,1405_2003,False
1106_2003,1407_2003,False
1372_2003,1411_2003,False
1113_2003,1428_2003,False
1433_2003,1350_2003,True
1435_2003,1408_2003,True
1247_2003,1437_2003,False
1449_2003,1365_2003,True
1451_2003,1289_2003,True
1452_2003,1422_2003,True
1243_2003,1453_2003,False
1283_2003,1454_2003,False
1455_2003,1322_2003,True
1439_2003,1456_2003,False
1424_2003,1458_2003,False
1153_2003,1462_2003,False
1463_2003,1264_2003,True
1138_2003,1464_2003,False
1102_2003,1204_2003,True
1120_2003,1353_2003,True
1418_2003,1128_2003,False
1179_2003,1141_2003,False
1196_2003,1378_2003,True
1274_2003,1199_2003,False
1159_2003,1254_2003,False
1203_2003,1268_2003,False
1277_2003,1156_2003,True
1301_2003,1376_2003,True
1278_2003,1304_2003,False
1165_2003,1306_2003,False
1400_2003,1323_2003,False
1329_2003,1322_2003,True
1253_2003,1417_2003,False
1366_2003,1105_2003,False
1119_2003,1107_2003,False
1224_2003,1110_2003,False
1187_2003,1439_2003,True
1435_2003,1231_2003,False
1162_2003,1250_2003,False
1263_2003,1288_2003,True
1453_2003,1281_2003,False
1348_2003,1135_2003,True
1373_2003,1389_2003,True
1174_2003,1386_2003,False
1222_2003,1402_2003,False
1129_2003,1461_2003,False
1275_2003,1462_2003,False
1305_2003,1113_2003,False
1116_2003,1256_2003,True
1130_2003,1235_2003,True
1133_2003,1139_2003,False
1364_2003,1143_2003,False
1269_2003,1163_2003,False
1170_2003,1363_2003,True
1382_2003,1172_2003,False
1177_2003,1325_2003,True
1193_2003,1265_2003,True
1217_2003,1351_2003,True
1183_2003,1228_2003,False
1234_2003,1320_2003,True
1408_2003,1246_2003,False
1440_2003,1251_2003,False
1259_2003,1420_2003,True
1282_2003,1260_2003,False
1289_2003,1273_2003,False
1278_2003,1114_2003,True
1437_2003,1335_2003,False
1361_2003,1253_2003,True
1422_2003,1393_2003,False
1317_2003,1395_2003,False
1285_2003,1450_2003,False
1102_2003,1125_2003,True
1103_2003,1233_2003,True
1124_2003,1419_2003,True
1310_2003,1138_2003,False
1140_2003,1360_2003,True
1148_2003,1216_2003,True
1152_2003,1160_2003,False
1176_2003,1161_2003,False
1192_2003,1389_2003,True
1334_2003,1201_2003,False
1203_2003,1131_2003,True
1409_2003,1242_2003,False
1243_2003,1410_2003,True
1254_2003,1107_2003,True
1132_2003,1276_2003,False
1200_2003,1353_2003,False
1385_2003,1383_2003,True
1336_2003,1396_2003,False
1405_2003,1460_2003,True
1423_2003,1144_2003,True
1425_2003,1168_2003,True
1434_2003,1454_2003,False
1458_2003,1306_2003,True
1463_2003,1221_2003,True
1221_2003,1216_2003,True
1285_2003,1225_2003,True
1284_2003,1371_2003,False
1392_2003,1119_2003,True
1406_2003,1271_2003,True
1407_2003,1252_2003,True
1416_2003,1158_2003,True
1236_2003,1461_2003,False
1463_2003,1148_2003,True
1131_2003,1325_2003,True
1217_2003,1159_2003,True
1234_2003,1235_2003,False
1278_2003,1192_2003,True
1437_2003,1420_2003,True
1104_2003,1132_2003,True
1289_2003,1105_2003,False
1115_2003,1114_2003,False
1379_2003,1117_2003,False
1120_2003,1293_2003,True
1123_2003,1232_2003,True
1286_2003,1124_2003,False
1125_2003,1260_2003,True
1129_2003,1225_2003,True
1275_2003,1139_2003,False
1429_2003,1140_2003,False
1265_2003,1141_2003,False
1138_2003,1145_2003,False
1153_2003,1247_2003,True
1205_2003,1155_2003,False
1161_2003,1450_2003,True
1166_2003,1399_2003,True
1169_2003,1363_2003,True
1175_2003,1447_2003,True
1152_2003,1176_2003,False
1179_2003,1442_2003,True
1449_2003,1186_2003,False
1268_2003,1196_2003,False
1322_2003,1212_2003,False
1226_2003,1168_2003,True
1227_2003,1356_2003,True
1396_2003,1228_2003,False
1345_2003,1231_2003,False
1354_2003,1239_2003,False
1108_2003,1240_2003,False
1243_2003,1455_2003,True
1156_2003,1245_2003,False
1371_2003,1257_2003,False
1253_2003,1258_2003,False
1394_2003,1261_2003,False
1458_2003,1266_2003,False
1347_2003,1267_2003,False
1198_2003,1269_2003,False
1270_2003,1251_2003,True
1276_2003,1149_2003,True
1277_2003,1246_2003,True
1433_2003,1279_2003,False
1462_2003,1280_2003,False
1272_2003,1281_2003,False
1301_2003,1299_2003,True
1236_2003,1304_2003,False
1103_2003,1310_2003,False
1380_2003,1311_2003,False
1319_2003,1381_2003,True
1177_2003,1323_2003,False
1326_2003,1287_2003,True
1328_2003,1164_2003,True
1271_2003,1330_2003,False
1337_2003,1332_2003,False
1333_2003,1170_2003,True
1362_2003,1334_2003,False
1318_2003,1336_2003,False
1338_2003,1368_2003,True
1348_2003,1263_2003,True
1351_2003,1174_2003,True
1353_2003,1343_2003,True
1361_2003,1218_2003,True
1305_2003,1365_2003,False
1369_2003,1282_2003,True
1331_2003,1372_2003,False
1209_2003,1375_2003,False
1352_2003,1384_2003,False
1220_2003,1385_2003,False
1173_2003,1387_2003,False
1389_2003,1284_2003,True
1388_2003,1390_2003,False
1393_2003,1127_2003,True
1178_2003,1405_2003,False
1313_2003,1406_2003,False
1283_2003,1409_2003,False
1339_2003,1417_2003,False
1419_2003,1395_2003,True
1421_2003,1144_2003,True
1424_2003,1133_2003,True
1428_2003,1320_2003,True
1434_2003,1359_2003,True
1288_2003,1439_2003,False
1444_2003,1147_2003,True
1451_2003,1453_2003,True
1452_2003,1459_2003,True
1290_2003,1454_2003,False
1460_2003,1378_2003,True
1403_2003,1461_2003,False
1112_2003,1400_2003,True
1392_2003,1130_2003,False
1150_2003,1274_2003,True
1391_2003,1158_2003,False
1422_2003,1189_2003,False
1128_2003,1199_2003,False
1211_2003,1208_2003,False
1235_2003,1366_2003,True
1309_2003,1252_2003,False
1383_2003,1254_2003,False
1291_2003,1259_2003,True
1307_2003,1308_2003,False
1201_2003,1329_2003,False
1346_2003,1180_2003,True
1210_2003,1397_2003,False
1404_2003,1416_2003,True
1427_2003,1401_2003,True
1435_2003,1219_2003,True
1443_2003,1229_2003,True
1374_2003,1448_2003,False
1115_2003,1117_2003,False
1125_2003,1122_2003,False
1142_2003,1258_2003,True
1151_2003,1202_2003,True
1175_2003,1166_2003,False
1197_2003,1105_2003,True
1207_2003,1313_2003,True
1359_2003,1227_2003,False
1194_2003,1241_2003,False
1390_2003,1285_2003,False
1293_2003,1292_2003,True
1337_2003,1350_2003,True
1459_2003,1376_2003,False
1418_2003,1108_2003,True
1111_2003,1374_2003,True
1114_2003,1369_2003,True
1219_2003,1144_2003,False
1288_2003,1145_2003,False
1332_2003,1153_2003,False
1123_2003,1173_2003,False
1178_2003,1442_2003,True
1181_2003,1299_2003,True
1210_2003,1407_2003,True
1211_2003,1301_2003,True
1217_2003,1436_2003,True
1226_2003,1399_2003,True
1184_2003,1257_2003,False
1341_2003,1261_2003,False
1460_2003,1264_2003,False
1277_2003,1260_2003,True
1279_2003,1419_2003,True
1267_2003,1287_2003,False
1417_2003,1319_2003,False
1333_2003,1340_2003,True
1337_2003,1285_2003,True
